model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,intervention_lang,measure_lang,target_word,adjective,prompt,base_word,baseline_adj_rank,intervened_adj_rank,baseline_target_rank,intervened_target_rank,baseline_target_logit,intervened_target_logit,delta_target_logit,baseline_target_minus_base,intervened_target_minus_base,delta_target_minus_base,amplification_outside_ablation_scale
gemma-2-2b,33,freq,val,fr,en,ja,ko,진실한,false,"Le contraire de ""false"" est """,true,0,0,2596,5077,8.5,5.625,-2.875,-14.375,-14.125,0.25,2.0
gemma-2-2b,33,freq,val,fr,en,ja,ko,올바른,false,"Le contraire de ""false"" est """,true,0,0,15552,24424,5.125,2.984375,-2.140625,-17.75,-16.765625,0.984375,2.0
gemma-2-2b,33,freq,val,fr,en,ja,zh,真,false,"Le contraire de ""false"" est """,true,0,0,73,18,14.4375,14.0625,-0.375,-8.4375,-5.6875,2.75,2.0
gemma-2-2b,33,freq,freq,fr,en,ja,de,wahr,false,"Le contraire de ""false"" est """,true,0,0,172,172,12.9375,12.9375,0.0,-9.9375,-9.9375,0.0,2.0
gemma-2-2b,33,freq,freq,fr,en,ja,de,richtig,false,"Le contraire de ""false"" est """,true,0,0,879,879,10.375,10.375,0.0,-12.5,-12.5,0.0,2.0
gemma-2-2b,33,freq,freq,fr,en,ja,en,true,false,"Le contraire de ""false"" est """,true,0,0,0,0,22.875,22.875,0.0,0.0,0.0,0.0,2.0
gemma-2-2b,33,freq,freq,fr,en,ja,en,correct,false,"Le contraire de ""false"" est """,true,0,0,12,12,17.5,17.5,0.0,-5.375,-5.375,0.0,2.0
gemma-2-2b,33,freq,freq,fr,en,ja,es,verdadero,false,"Le contraire de ""false"" est """,true,0,0,14,14,17.375,17.375,0.0,-5.5,-5.5,0.0,2.0
gemma-2-2b,33,freq,freq,fr,en,ja,es,correcto,false,"Le contraire de ""false"" est """,true,0,0,533,533,11.125,11.125,0.0,-11.75,-11.75,0.0,2.0
gemma-2-2b,33,freq,freq,fr,en,ja,fr,vrai,false,"Le contraire de ""false"" est """,true,0,0,4,4,19.125,19.125,0.0,-3.75,-3.75,0.0,2.0
gemma-2-2b,33,freq,freq,fr,en,ja,fr,correct,false,"Le contraire de ""false"" est """,true,0,0,12,12,17.5,17.5,0.0,-5.375,-5.375,0.0,2.0
gemma-2-2b,33,freq,freq,fr,en,ja,ja,正しい,false,"Le contraire de ""false"" est """,true,0,0,2100,2100,8.875,8.875,0.0,-14.0,-14.0,0.0,2.0
gemma-2-2b,33,freq,freq,fr,en,ja,ko,진실한,false,"Le contraire de ""false"" est """,true,0,0,2596,2596,8.5,8.5,0.0,-14.375,-14.375,0.0,2.0
gemma-2-2b,33,freq,freq,fr,en,ja,ko,올바른,false,"Le contraire de ""false"" est """,true,0,0,15552,15552,5.125,5.125,0.0,-17.75,-17.75,0.0,2.0
gemma-2-2b,33,freq,freq,fr,en,ja,zh,真,false,"Le contraire de ""false"" est """,true,0,0,73,73,14.4375,14.4375,0.0,-8.4375,-8.4375,0.0,2.0
gemma-2-2b,33,desc,desc,fr,en,ko,de,wahr,false,"Le contraire de ""false"" est """,true,0,0,172,172,12.9375,12.9375,0.0,-9.9375,-9.9375,0.0,2.0
gemma-2-2b,33,desc,desc,fr,en,ko,de,richtig,false,"Le contraire de ""false"" est """,true,0,0,879,879,10.375,10.375,0.0,-12.5,-12.5,0.0,2.0
gemma-2-2b,33,desc,desc,fr,en,ko,en,true,false,"Le contraire de ""false"" est """,true,0,0,0,0,22.875,22.875,0.0,0.0,0.0,0.0,2.0
gemma-2-2b,33,desc,desc,fr,en,ko,en,correct,false,"Le contraire de ""false"" est """,true,0,0,12,12,17.5,17.5,0.0,-5.375,-5.375,0.0,2.0
gemma-2-2b,33,desc,desc,fr,en,ko,es,verdadero,false,"Le contraire de ""false"" est """,true,0,0,14,14,17.375,17.375,0.0,-5.5,-5.5,0.0,2.0
gemma-2-2b,33,desc,desc,fr,en,ko,es,correcto,false,"Le contraire de ""false"" est """,true,0,0,533,533,11.125,11.125,0.0,-11.75,-11.75,0.0,2.0
gemma-2-2b,33,desc,desc,fr,en,ko,fr,vrai,false,"Le contraire de ""false"" est """,true,0,0,4,4,19.125,19.125,0.0,-3.75,-3.75,0.0,2.0
gemma-2-2b,33,desc,desc,fr,en,ko,fr,correct,false,"Le contraire de ""false"" est """,true,0,0,12,12,17.5,17.5,0.0,-5.375,-5.375,0.0,2.0
gemma-2-2b,33,desc,desc,fr,en,ko,ja,正しい,false,"Le contraire de ""false"" est """,true,0,0,2100,2100,8.875,8.875,0.0,-14.0,-14.0,0.0,2.0
gemma-2-2b,33,desc,desc,fr,en,ko,ko,진실한,false,"Le contraire de ""false"" est """,true,0,0,2596,2596,8.5,8.5,0.0,-14.375,-14.375,0.0,2.0
gemma-2-2b,33,desc,desc,fr,en,ko,ko,올바른,false,"Le contraire de ""false"" est """,true,0,0,15552,15552,5.125,5.125,0.0,-17.75,-17.75,0.0,2.0
gemma-2-2b,33,desc,desc,fr,en,ko,zh,真,false,"Le contraire de ""false"" est """,true,0,0,73,73,14.4375,14.4375,0.0,-8.4375,-8.4375,0.0,2.0
gemma-2-2b,33,desc,val,fr,en,ko,de,wahr,false,"Le contraire de ""false"" est """,true,0,1,172,6000,12.9375,2.515625,-10.421875,-9.9375,-11.546875,-1.609375,2.0
gemma-2-2b,33,desc,val,fr,en,ko,de,richtig,false,"Le contraire de ""false"" est """,true,0,1,879,2193,10.375,4.40625,-5.96875,-12.5,-9.65625,2.84375,2.0
gemma-2-2b,33,desc,val,fr,en,ko,en,true,false,"Le contraire de ""false"" est """,true,0,1,0,1,22.875,14.0625,-8.8125,0.0,0.0,0.0,2.0
gemma-2-2b,33,desc,val,fr,en,ko,en,correct,false,"Le contraire de ""false"" est """,true,0,1,12,1246,17.5,5.5,-12.0,-5.375,-8.5625,-3.1875,2.0
gemma-2-2b,33,desc,val,fr,en,ko,es,verdadero,false,"Le contraire de ""false"" est """,true,0,1,14,210,17.375,8.8125,-8.5625,-5.5,-5.25,0.25,2.0
gemma-2-2b,33,desc,val,fr,en,ko,es,correcto,false,"Le contraire de ""false"" est """,true,0,1,533,9192,11.125,1.734375,-9.390625,-11.75,-12.328125,-0.578125,2.0
gemma-2-2b,33,desc,val,fr,en,ko,fr,vrai,false,"Le contraire de ""false"" est """,true,0,1,4,18,19.125,11.75,-7.375,-3.75,-2.3125,1.4375,2.0
gemma-2-2b,33,desc,val,fr,en,ko,fr,correct,false,"Le contraire de ""false"" est """,true,0,1,12,1246,17.5,5.5,-12.0,-5.375,-8.5625,-3.1875,2.0
gemma-2-2b,33,desc,val,fr,en,ko,ja,正しい,false,"Le contraire de ""false"" est """,true,0,1,2100,2140,8.875,4.4375,-4.4375,-14.0,-9.625,4.375,2.0
gemma-2-2b,33,desc,val,fr,en,ko,ko,진실한,false,"Le contraire de ""false"" est """,true,0,1,2596,31,8.5,11.125,2.625,-14.375,-2.9375,11.4375,2.0
gemma-2-2b,33,desc,val,fr,en,ko,ko,올바른,false,"Le contraire de ""false"" est """,true,0,1,15552,26,5.125,11.5,6.375,-17.75,-2.5625,15.1875,2.0
gemma-2-2b,33,desc,val,fr,en,ko,zh,真,false,"Le contraire de ""false"" est """,true,0,1,73,843,14.4375,6.3125,-8.125,-8.4375,-7.75,0.6875,2.0
gemma-2-2b,33,desc,freq,fr,en,ko,de,wahr,false,"Le contraire de ""false"" est """,true,0,104,172,31227,12.9375,-5.84375,-18.78125,-9.9375,-9.171875,0.765625,2.0
gemma-2-2b,33,desc,freq,fr,en,ko,de,richtig,false,"Le contraire de ""false"" est """,true,0,104,879,31948,10.375,-5.875,-16.25,-12.5,-9.203125,3.296875,2.0
gemma-2-2b,33,desc,freq,fr,en,ko,en,true,false,"Le contraire de ""false"" est """,true,0,104,0,104,22.875,3.328125,-19.546875,0.0,0.0,0.0,2.0
gemma-2-2b,33,desc,freq,fr,en,ko,en,correct,false,"Le contraire de ""false"" est """,true,0,104,12,29967,17.5,-5.78125,-23.28125,-5.375,-9.109375,-3.734375,2.0
gemma-2-2b,33,desc,freq,fr,en,ko,es,verdadero,false,"Le contraire de ""false"" est """,true,0,104,14,2602,17.375,-1.625,-19.0,-5.5,-4.953125,0.546875,2.0
gemma-2-2b,33,desc,freq,fr,en,ko,es,correcto,false,"Le contraire de ""false"" est """,true,0,104,533,25288,11.125,-5.4375,-16.5625,-11.75,-8.765625,2.984375,2.0
gemma-2-2b,33,desc,freq,fr,en,ko,fr,vrai,false,"Le contraire de ""false"" est """,true,0,104,4,831,19.125,0.18359375,-18.94140625,-3.75,-3.14453125,0.60546875,2.0
gemma-2-2b,33,desc,freq,fr,en,ko,fr,correct,false,"Le contraire de ""false"" est """,true,0,104,12,29967,17.5,-5.78125,-23.28125,-5.375,-9.109375,-3.734375,2.0
gemma-2-2b,33,desc,freq,fr,en,ko,ja,正しい,false,"Le contraire de ""false"" est """,true,0,104,2100,21453,8.875,-5.09375,-13.96875,-14.0,-8.421875,5.578125,2.0
gemma-2-2b,33,desc,freq,fr,en,ko,ko,진실한,false,"Le contraire de ""false"" est """,true,0,104,2596,12,8.5,5.65625,-2.84375,-14.375,2.328125,16.703125,2.0
gemma-2-2b,33,desc,freq,fr,en,ko,ko,올바른,false,"Le contraire de ""false"" est """,true,0,104,15552,13,5.125,5.65625,0.53125,-17.75,2.328125,20.078125,2.0
gemma-2-2b,33,desc,freq,fr,en,ko,zh,真,false,"Le contraire de ""false"" est """,true,0,104,73,757,14.4375,0.3515625,-14.0859375,-8.4375,-2.9765625,5.4609375,2.0
gemma-2-2b,33,val,desc,fr,en,ko,de,wahr,false,"Le contraire de ""false"" est """,true,0,0,172,117,12.9375,14.9375,2.0,-9.9375,-8.5625,1.375,2.0
gemma-2-2b,33,val,desc,fr,en,ko,de,richtig,false,"Le contraire de ""false"" est """,true,0,0,879,446,10.375,12.8125,2.4375,-12.5,-10.6875,1.8125,2.0
gemma-2-2b,33,val,desc,fr,en,ko,en,true,false,"Le contraire de ""false"" est """,true,0,0,0,0,22.875,23.5,0.625,0.0,0.0,0.0,2.0
gemma-2-2b,33,val,desc,fr,en,ko,en,correct,false,"Le contraire de ""false"" est """,true,0,0,12,14,17.5,18.75,1.25,-5.375,-4.75,0.625,2.0
gemma-2-2b,33,val,desc,fr,en,ko,es,verdadero,false,"Le contraire de ""false"" est """,true,0,0,14,13,17.375,18.875,1.5,-5.5,-4.625,0.875,2.0
gemma-2-2b,33,val,desc,fr,en,ko,es,correcto,false,"Le contraire de ""false"" est """,true,0,0,533,285,11.125,13.4375,2.3125,-11.75,-10.0625,1.6875,2.0
gemma-2-2b,33,val,desc,fr,en,ko,fr,vrai,false,"Le contraire de ""false"" est """,true,0,0,4,4,19.125,20.375,1.25,-3.75,-3.125,0.625,2.0
gemma-2-2b,33,val,desc,fr,en,ko,fr,correct,false,"Le contraire de ""false"" est """,true,0,0,12,14,17.5,18.75,1.25,-5.375,-4.75,0.625,2.0
gemma-2-2b,33,val,desc,fr,en,ko,ja,正しい,false,"Le contraire de ""false"" est """,true,0,0,2100,2860,8.875,9.6875,0.8125,-14.0,-13.8125,0.1875,2.0
gemma-2-2b,33,val,desc,fr,en,ko,ko,진실한,false,"Le contraire de ""false"" est """,true,0,0,2596,2611,8.5,9.875,1.375,-14.375,-13.625,0.75,2.0
gemma-2-2b,33,val,desc,fr,en,ko,ko,올바른,false,"Le contraire de ""false"" est """,true,0,0,15552,16219,5.125,6.21875,1.09375,-17.75,-17.28125,0.46875,2.0
gemma-2-2b,33,val,desc,fr,en,ko,zh,真,false,"Le contraire de ""false"" est """,true,0,0,73,81,14.4375,15.5625,1.125,-8.4375,-7.9375,0.5,2.0
gemma-2-2b,33,val,val,fr,en,ko,de,wahr,false,"Le contraire de ""false"" est """,true,0,0,172,151,12.9375,14.5,1.5625,-9.9375,-9.125,0.8125,2.0
gemma-2-2b,33,val,val,fr,en,ko,de,richtig,false,"Le contraire de ""false"" est """,true,0,0,879,717,10.375,12.0,1.625,-12.5,-11.625,0.875,2.0
gemma-2-2b,33,val,val,fr,en,ko,en,true,false,"Le contraire de ""false"" est """,true,0,0,0,0,22.875,23.625,0.75,0.0,0.0,0.0,2.0
gemma-2-2b,33,val,val,fr,en,ko,en,correct,false,"Le contraire de ""false"" est """,true,0,0,12,13,17.5,18.625,1.125,-5.375,-5.0,0.375,2.0
gemma-2-2b,33,val,val,fr,en,ko,es,verdadero,false,"Le contraire de ""false"" est """,true,0,0,14,15,17.375,18.25,0.875,-5.5,-5.375,0.125,2.0
gemma-2-2b,33,val,val,fr,en,ko,es,correcto,false,"Le contraire de ""false"" est """,true,0,0,533,471,11.125,12.625,1.5,-11.75,-11.0,0.75,2.0
gemma-2-2b,33,val,val,fr,en,ko,fr,vrai,false,"Le contraire de ""false"" est """,true,0,0,4,5,19.125,20.125,1.0,-3.75,-3.5,0.25,2.0
gemma-2-2b,33,val,val,fr,en,ko,fr,correct,false,"Le contraire de ""false"" est """,true,0,0,12,13,17.5,18.625,1.125,-5.375,-5.0,0.375,2.0
gemma-2-2b,33,val,val,fr,en,ko,ja,正しい,false,"Le contraire de ""false"" est """,true,0,0,2100,2951,8.875,9.5625,0.6875,-14.0,-14.0625,-0.0625,2.0
gemma-2-2b,33,val,val,fr,en,ko,ko,진실한,false,"Le contraire de ""false"" est """,true,0,0,2596,2977,8.5,9.5625,1.0625,-14.375,-14.0625,0.3125,2.0
gemma-2-2b,33,val,val,fr,en,ko,ko,올바른,false,"Le contraire de ""false"" est """,true,0,0,15552,22585,5.125,5.4375,0.3125,-17.75,-18.1875,-0.4375,2.0
gemma-2-2b,33,val,val,fr,en,ko,zh,真,false,"Le contraire de ""false"" est """,true,0,0,73,80,14.4375,15.5625,1.125,-8.4375,-8.0625,0.375,2.0
gemma-2-2b,33,val,freq,fr,en,ko,de,wahr,false,"Le contraire de ""false"" est """,true,0,35,172,682,12.9375,6.28125,-6.65625,-9.9375,-5.09375,4.84375,2.0
gemma-2-2b,33,val,freq,fr,en,ko,de,richtig,false,"Le contraire de ""false"" est """,true,0,35,879,25599,10.375,-1.40625,-11.78125,-12.5,-12.78125,-0.28125,2.0
gemma-2-2b,33,val,freq,fr,en,ko,en,true,false,"Le contraire de ""false"" est """,true,0,35,0,35,22.875,11.375,-11.5,0.0,0.0,0.0,2.0
gemma-2-2b,33,val,freq,fr,en,ko,en,correct,false,"Le contraire de ""false"" est """,true,0,35,12,936,17.5,5.71875,-11.78125,-5.375,-5.65625,-0.28125,2.0
gemma-2-2b,33,val,freq,fr,en,ko,es,verdadero,false,"Le contraire de ""false"" est """,true,0,35,14,237,17.375,8.0625,-9.3125,-5.5,-3.3125,2.1875,2.0
gemma-2-2b,33,val,freq,fr,en,ko,es,correcto,false,"Le contraire de ""false"" est """,true,0,35,533,741,11.125,6.09375,-5.03125,-11.75,-5.28125,6.46875,2.0
gemma-2-2b,33,val,freq,fr,en,ko,fr,vrai,false,"Le contraire de ""false"" est """,true,0,35,4,8,19.125,13.875,-5.25,-3.75,2.5,6.25,2.0
gemma-2-2b,33,val,freq,fr,en,ko,fr,correct,false,"Le contraire de ""false"" est """,true,0,35,12,936,17.5,5.71875,-11.78125,-5.375,-5.65625,-0.28125,2.0
gemma-2-2b,33,val,freq,fr,en,ko,ja,正しい,false,"Le contraire de ""false"" est """,true,0,35,2100,16928,8.875,-0.32421875,-9.19921875,-14.0,-11.69921875,2.30078125,2.0
gemma-2-2b,33,val,freq,fr,en,ko,ko,진실한,false,"Le contraire de ""false"" est """,true,0,35,2596,5502,8.5,2.265625,-6.234375,-14.375,-9.109375,5.265625,2.0
gemma-2-2b,33,val,freq,fr,en,ko,ko,올바른,false,"Le contraire de ""false"" est """,true,0,35,15552,9491,5.125,1.0625,-4.0625,-17.75,-10.3125,7.4375,2.0
gemma-2-2b,33,val,freq,fr,en,ko,zh,真,false,"Le contraire de ""false"" est """,true,0,35,73,75,14.4375,10.0625,-4.375,-8.4375,-1.3125,7.125,2.0
gemma-2-2b,33,freq,desc,fr,en,ko,de,wahr,false,"Le contraire de ""false"" est """,true,0,0,172,154,12.9375,12.9375,0.0,-9.9375,-9.8125,0.125,2.0
gemma-2-2b,33,freq,desc,fr,en,ko,de,richtig,false,"Le contraire de ""false"" est """,true,0,0,879,728,10.375,10.5625,0.1875,-12.5,-12.1875,0.3125,2.0
gemma-2-2b,33,freq,desc,fr,en,ko,en,true,false,"Le contraire de ""false"" est """,true,0,0,0,0,22.875,22.75,-0.125,0.0,0.0,0.0,2.0
gemma-2-2b,33,freq,desc,fr,en,ko,en,correct,false,"Le contraire de ""false"" est """,true,0,0,12,14,17.5,17.25,-0.25,-5.375,-5.5,-0.125,2.0
gemma-2-2b,33,freq,desc,fr,en,ko,es,verdadero,false,"Le contraire de ""false"" est """,true,0,0,14,13,17.375,17.5,0.125,-5.5,-5.25,0.25,2.0
gemma-2-2b,33,freq,desc,fr,en,ko,es,correcto,false,"Le contraire de ""false"" est """,true,0,0,533,472,11.125,11.1875,0.0625,-11.75,-11.5625,0.1875,2.0
gemma-2-2b,33,freq,desc,fr,en,ko,fr,vrai,false,"Le contraire de ""false"" est """,true,0,0,4,5,19.125,18.875,-0.25,-3.75,-3.875,-0.125,2.0
gemma-2-2b,33,freq,desc,fr,en,ko,fr,correct,false,"Le contraire de ""false"" est """,true,0,0,12,14,17.5,17.25,-0.25,-5.375,-5.5,-0.125,2.0
gemma-2-2b,33,freq,desc,fr,en,ko,ja,正しい,false,"Le contraire de ""false"" est """,true,0,0,2100,2168,8.875,8.75,-0.125,-14.0,-14.0,0.0,2.0
gemma-2-2b,33,freq,desc,fr,en,ko,ko,진실한,false,"Le contraire de ""false"" est """,true,0,0,2596,1873,8.5,8.9375,0.4375,-14.375,-13.8125,0.5625,2.0
gemma-2-2b,33,freq,desc,fr,en,ko,ko,올바른,false,"Le contraire de ""false"" est """,true,0,0,15552,13930,5.125,5.28125,0.15625,-17.75,-17.46875,0.28125,2.0
gemma-2-2b,33,freq,desc,fr,en,ko,zh,真,false,"Le contraire de ""false"" est """,true,0,0,73,61,14.4375,14.5,0.0625,-8.4375,-8.25,0.1875,2.0
gemma-2-2b,33,freq,val,fr,en,ko,de,wahr,false,"Le contraire de ""false"" est """,true,0,0,172,376,12.9375,10.625,-2.3125,-9.9375,-12.125,-2.1875,2.0
gemma-2-2b,33,freq,val,fr,en,ko,de,richtig,false,"Le contraire de ""false"" est """,true,0,0,879,341,10.375,10.75,0.375,-12.5,-12.0,0.5,2.0
gemma-2-2b,33,freq,val,fr,en,ko,en,true,false,"Le contraire de ""false"" est """,true,0,0,0,0,22.875,22.75,-0.125,0.0,0.0,0.0,2.0
gemma-2-2b,33,freq,val,fr,en,ko,en,correct,false,"Le contraire de ""false"" est """,true,0,0,12,11,17.5,17.25,-0.25,-5.375,-5.5,-0.125,2.0
gemma-2-2b,33,freq,val,fr,en,ko,es,verdadero,false,"Le contraire de ""false"" est """,true,0,0,14,8,17.375,17.875,0.5,-5.5,-4.875,0.625,2.0
gemma-2-2b,33,freq,val,fr,en,ko,es,correcto,false,"Le contraire de ""false"" est """,true,0,0,533,637,11.125,9.6875,-1.4375,-11.75,-13.0625,-1.3125,2.0
gemma-2-2b,33,freq,val,fr,en,ko,fr,vrai,false,"Le contraire de ""false"" est """,true,0,0,4,4,19.125,18.375,-0.75,-3.75,-4.375,-0.625,2.0
gemma-2-2b,33,freq,val,fr,en,ko,fr,correct,false,"Le contraire de ""false"" est """,true,0,0,12,11,17.5,17.25,-0.25,-5.375,-5.5,-0.125,2.0
gemma-2-2b,33,freq,val,fr,en,ko,ja,正しい,false,"Le contraire de ""false"" est """,true,0,0,2100,775,8.875,9.375,0.5,-14.0,-13.375,0.625,2.0
gemma-2-2b,33,freq,val,fr,en,ko,ko,진실한,false,"Le contraire de ""false"" est """,true,0,0,2596,1243,8.5,8.5,0.0,-14.375,-14.25,0.125,2.0
gemma-2-2b,33,freq,val,fr,en,ko,ko,올바른,false,"Le contraire de ""false"" est """,true,0,0,15552,8462,5.125,5.0,-0.125,-17.75,-17.75,0.0,2.0
gemma-2-2b,33,freq,val,fr,en,ko,zh,真,false,"Le contraire de ""false"" est """,true,0,0,73,27,14.4375,15.5625,1.125,-8.4375,-7.1875,1.25,2.0
gemma-2-2b,33,freq,freq,fr,en,ko,de,wahr,false,"Le contraire de ""false"" est """,true,0,0,172,169,12.9375,12.875,-0.0625,-9.9375,-10.0,-0.0625,2.0
gemma-2-2b,33,freq,freq,fr,en,ko,de,richtig,false,"Le contraire de ""false"" est """,true,0,0,879,828,10.375,10.4375,0.0625,-12.5,-12.4375,0.0625,2.0
gemma-2-2b,33,freq,freq,fr,en,ko,en,true,false,"Le contraire de ""false"" est """,true,0,0,0,0,22.875,22.875,0.0,0.0,0.0,0.0,2.0
gemma-2-2b,33,freq,freq,fr,en,ko,en,correct,false,"Le contraire de ""false"" est """,true,0,0,12,12,17.5,17.5,0.0,-5.375,-5.375,0.0,2.0
gemma-2-2b,33,freq,freq,fr,en,ko,es,verdadero,false,"Le contraire de ""false"" est """,true,0,0,14,14,17.375,17.5,0.125,-5.5,-5.375,0.125,2.0
gemma-2-2b,33,freq,freq,fr,en,ko,es,correcto,false,"Le contraire de ""false"" est """,true,0,0,533,538,11.125,11.0625,-0.0625,-11.75,-11.8125,-0.0625,2.0
gemma-2-2b,33,freq,freq,fr,en,ko,fr,vrai,false,"Le contraire de ""false"" est """,true,0,0,4,4,19.125,19.0,-0.125,-3.75,-3.875,-0.125,2.0
gemma-2-2b,33,freq,freq,fr,en,ko,fr,correct,false,"Le contraire de ""false"" est """,true,0,0,12,12,17.5,17.5,0.0,-5.375,-5.375,0.0,2.0
gemma-2-2b,33,freq,freq,fr,en,ko,ja,正しい,false,"Le contraire de ""false"" est """,true,0,0,2100,2056,8.875,8.875,0.0,-14.0,-14.0,0.0,2.0
gemma-2-2b,33,freq,freq,fr,en,ko,ko,진실한,false,"Le contraire de ""false"" est """,true,0,0,2596,2375,8.5,8.625,0.125,-14.375,-14.25,0.125,2.0
gemma-2-2b,33,freq,freq,fr,en,ko,ko,올바른,false,"Le contraire de ""false"" est """,true,0,0,15552,15092,5.125,5.1875,0.0625,-17.75,-17.6875,0.0625,2.0
gemma-2-2b,33,freq,freq,fr,en,ko,zh,真,false,"Le contraire de ""false"" est """,true,0,0,73,63,14.4375,14.5,0.0625,-8.4375,-8.375,0.0625,2.0
gemma-2-2b,33,desc,desc,fr,en,zh,de,wahr,false,"Le contraire de ""false"" est """,true,0,0,172,170,12.9375,13.0625,0.125,-9.9375,-9.8125,0.125,2.0
gemma-2-2b,33,desc,desc,fr,en,zh,de,richtig,false,"Le contraire de ""false"" est """,true,0,0,879,901,10.375,10.5,0.125,-12.5,-12.375,0.125,2.0
gemma-2-2b,33,desc,desc,fr,en,zh,en,true,false,"Le contraire de ""false"" est """,true,0,0,0,0,22.875,22.875,0.0,0.0,0.0,0.0,2.0
gemma-2-2b,33,desc,desc,fr,en,zh,en,correct,false,"Le contraire de ""false"" est """,true,0,0,12,12,17.5,17.625,0.125,-5.375,-5.25,0.125,2.0
gemma-2-2b,33,desc,desc,fr,en,zh,es,verdadero,false,"Le contraire de ""false"" est """,true,0,0,14,14,17.375,17.5,0.125,-5.5,-5.375,0.125,2.0
gemma-2-2b,33,desc,desc,fr,en,zh,es,correcto,false,"Le contraire de ""false"" est """,true,0,0,533,527,11.125,11.3125,0.1875,-11.75,-11.5625,0.1875,2.0
gemma-2-2b,33,desc,desc,fr,en,zh,fr,vrai,false,"Le contraire de ""false"" est """,true,0,0,4,5,19.125,19.125,0.0,-3.75,-3.75,0.0,2.0
gemma-2-2b,33,desc,desc,fr,en,zh,fr,correct,false,"Le contraire de ""false"" est """,true,0,0,12,12,17.5,17.625,0.125,-5.375,-5.25,0.125,2.0
gemma-2-2b,33,desc,desc,fr,en,zh,ja,正しい,false,"Le contraire de ""false"" est """,true,0,0,2100,2108,8.875,9.0,0.125,-14.0,-13.875,0.125,2.0
gemma-2-2b,33,desc,desc,fr,en,zh,ko,진실한,false,"Le contraire de ""false"" est """,true,0,0,2596,2492,8.5,8.8125,0.3125,-14.375,-14.0625,0.3125,2.0
gemma-2-2b,33,desc,desc,fr,en,zh,ko,올바른,false,"Le contraire de ""false"" est """,true,0,0,15552,14833,5.125,5.40625,0.28125,-17.75,-17.46875,0.28125,2.0
gemma-2-2b,33,desc,desc,fr,en,zh,zh,真,false,"Le contraire de ""false"" est """,true,0,0,73,67,14.4375,14.5625,0.125,-8.4375,-8.3125,0.125,2.0
gemma-2-2b,33,desc,val,fr,en,zh,de,wahr,false,"Le contraire de ""false"" est """,true,0,0,172,689,12.9375,10.625,-2.3125,-9.9375,-10.0,-0.0625,2.0
gemma-2-2b,33,desc,val,fr,en,zh,de,richtig,false,"Le contraire de ""false"" est """,true,0,0,879,1186,10.375,9.875,-0.5,-12.5,-10.75,1.75,2.0
gemma-2-2b,33,desc,val,fr,en,zh,en,true,false,"Le contraire de ""false"" est """,true,0,0,0,0,22.875,20.625,-2.25,0.0,0.0,0.0,2.0
gemma-2-2b,33,desc,val,fr,en,zh,en,correct,false,"Le contraire de ""false"" est """,true,0,0,12,43,17.5,14.5625,-2.9375,-5.375,-6.0625,-0.6875,2.0
gemma-2-2b,33,desc,val,fr,en,zh,es,verdadero,false,"Le contraire de ""false"" est """,true,0,0,14,3,17.375,17.625,0.25,-5.5,-3.0,2.5,2.0
gemma-2-2b,33,desc,val,fr,en,zh,es,correcto,false,"Le contraire de ""false"" est """,true,0,0,533,167,11.125,12.625,1.5,-11.75,-8.0,3.75,2.0
gemma-2-2b,33,desc,val,fr,en,zh,fr,vrai,false,"Le contraire de ""false"" est """,true,0,0,4,6,19.125,16.875,-2.25,-3.75,-3.75,0.0,2.0
gemma-2-2b,33,desc,val,fr,en,zh,fr,correct,false,"Le contraire de ""false"" est """,true,0,0,12,43,17.5,14.5625,-2.9375,-5.375,-6.0625,-0.6875,2.0
gemma-2-2b,33,desc,val,fr,en,zh,ja,正しい,false,"Le contraire de ""false"" est """,true,0,0,2100,240,8.875,12.125,3.25,-14.0,-8.5,5.5,2.0
gemma-2-2b,33,desc,val,fr,en,zh,ko,진실한,false,"Le contraire de ""false"" est """,true,0,0,2596,7898,8.5,6.9375,-1.5625,-14.375,-13.6875,0.6875,2.0
gemma-2-2b,33,desc,val,fr,en,zh,ko,올바른,false,"Le contraire de ""false"" est """,true,0,0,15552,17751,5.125,5.46875,0.34375,-17.75,-15.15625,2.59375,2.0
gemma-2-2b,33,desc,val,fr,en,zh,zh,真,false,"Le contraire de ""false"" est """,true,0,0,73,9,14.4375,16.5,2.0625,-8.4375,-4.125,4.3125,2.0
gemma-2-2b,33,desc,freq,fr,en,zh,de,wahr,false,"Le contraire de ""false"" est """,true,0,15,172,85645,12.9375,-5.375,-18.3125,-9.9375,-14.75,-4.8125,2.0
gemma-2-2b,33,desc,freq,fr,en,zh,de,richtig,false,"Le contraire de ""false"" est """,true,0,15,879,55669,10.375,-4.0,-14.375,-12.5,-13.375,-0.875,2.0
gemma-2-2b,33,desc,freq,fr,en,zh,en,true,false,"Le contraire de ""false"" est """,true,0,15,0,15,22.875,9.375,-13.5,0.0,0.0,0.0,2.0
gemma-2-2b,33,desc,freq,fr,en,zh,en,correct,false,"Le contraire de ""false"" est """,true,0,15,12,35644,17.5,-2.828125,-20.328125,-5.375,-12.203125,-6.828125,2.0
gemma-2-2b,33,desc,freq,fr,en,zh,es,verdadero,false,"Le contraire de ""false"" est """,true,0,15,14,3329,17.375,1.8203125,-15.5546875,-5.5,-7.5546875,-2.0546875,2.0
