model,sample_idx,ablation_method,amplification_method,prompt_lang,adj_lang,adjective,prompt,tracked_target,baseline_adj_rank,combined_adj_rank,baseline_target_logit,combined_target_logit,delta_combined_logit
gemma-2-2b,0,freq,val,zh,en,good,"""good""的反义词是""",bad,0,0,25.375,24.0,-1.375
gemma-2-2b,0,freq,freq,zh,en,good,"""good""的反义词是""",bad,0,0,25.375,25.375,0.0
gemma-2-2b,1,desc,desc,zh,en,happy,"""happy""的反义词是""",sad,0,0,23.75,24.0,0.25
gemma-2-2b,1,desc,val,zh,en,happy,"""happy""的反义词是""",sad,0,0,23.75,22.875,-0.875
gemma-2-2b,1,desc,freq,zh,en,happy,"""happy""的反义词是""",sad,0,0,23.75,25.0,1.25
gemma-2-2b,1,val,desc,zh,en,happy,"""happy""的反义词是""",sad,0,0,23.75,23.875,0.125
gemma-2-2b,1,val,val,zh,en,happy,"""happy""的反义词是""",sad,0,0,23.75,24.125,0.375
gemma-2-2b,1,val,freq,zh,en,happy,"""happy""的反义词是""",sad,0,0,23.75,24.75,1.0
gemma-2-2b,1,freq,desc,zh,en,happy,"""happy""的反义词是""",sad,0,0,23.75,23.375,-0.375
gemma-2-2b,1,freq,val,zh,en,happy,"""happy""的反义词是""",sad,0,0,23.75,23.0,-0.75
gemma-2-2b,1,freq,freq,zh,en,happy,"""happy""的反义词是""",sad,0,0,23.75,23.75,0.0
gemma-2-2b,2,desc,desc,zh,en,big,"""big""的反义词是""",small,0,0,24.625,25.125,0.5
gemma-2-2b,2,desc,val,zh,en,big,"""big""的反义词是""",small,0,0,24.625,22.75,-1.875
gemma-2-2b,2,desc,freq,zh,en,big,"""big""的反义词是""",small,0,0,24.625,25.375,0.75
gemma-2-2b,2,val,desc,zh,en,big,"""big""的反义词是""",small,0,0,24.625,24.5,-0.125
gemma-2-2b,2,val,val,zh,en,big,"""big""的反义词是""",small,0,0,24.625,24.5,-0.125
gemma-2-2b,2,val,freq,zh,en,big,"""big""的反义词是""",small,0,0,24.625,25.25,0.625
gemma-2-2b,2,freq,desc,zh,en,big,"""big""的反义词是""",small,0,0,24.625,24.5,-0.125
gemma-2-2b,2,freq,val,zh,en,big,"""big""的反义词是""",small,0,0,24.625,23.5,-1.125
gemma-2-2b,2,freq,freq,zh,en,big,"""big""的反义词是""",small,0,0,24.625,24.625,0.0
gemma-2-2b,3,desc,desc,zh,en,hot,"""hot""的反义词是""",cold,0,0,23.25,23.625,0.375
gemma-2-2b,3,desc,val,zh,en,hot,"""hot""的反义词是""",cold,0,0,23.25,22.25,-1.0
gemma-2-2b,3,desc,freq,zh,en,hot,"""hot""的反义词是""",cold,0,0,23.25,25.125,1.875
gemma-2-2b,3,val,desc,zh,en,hot,"""hot""的反义词是""",cold,0,0,23.25,23.875,0.625
gemma-2-2b,3,val,val,zh,en,hot,"""hot""的反义词是""",cold,0,0,23.25,23.875,0.625
gemma-2-2b,3,val,freq,zh,en,hot,"""hot""的反义词是""",cold,0,0,23.25,25.0,1.75
gemma-2-2b,3,freq,desc,zh,en,hot,"""hot""的反义词是""",cold,0,0,23.25,23.125,-0.125
gemma-2-2b,3,freq,val,zh,en,hot,"""hot""的反义词是""",cold,0,0,23.25,22.625,-0.625
gemma-2-2b,3,freq,freq,zh,en,hot,"""hot""的反义词是""",cold,0,0,23.25,23.25,0.0
gemma-2-2b,4,desc,desc,zh,en,fast,"""fast""的反义词是""",slow,0,0,25.25,25.375,0.125
gemma-2-2b,4,desc,val,zh,en,fast,"""fast""的反义词是""",slow,0,0,25.25,24.125,-1.125
gemma-2-2b,4,desc,freq,zh,en,fast,"""fast""的反义词是""",slow,0,0,25.25,26.125,0.875
gemma-2-2b,4,val,desc,zh,en,fast,"""fast""的反义词是""",slow,0,0,25.25,25.25,0.0
gemma-2-2b,4,val,val,zh,en,fast,"""fast""的反义词是""",slow,0,0,25.25,25.375,0.125
gemma-2-2b,4,val,freq,zh,en,fast,"""fast""的反义词是""",slow,0,0,25.25,26.0,0.75
gemma-2-2b,4,freq,desc,zh,en,fast,"""fast""的反义词是""",slow,0,0,25.25,25.125,-0.125
gemma-2-2b,4,freq,val,zh,en,fast,"""fast""的反义词是""",slow,0,0,25.25,24.5,-0.75
gemma-2-2b,4,freq,freq,zh,en,fast,"""fast""的反义词是""",slow,0,0,25.25,25.25,0.0
gemma-2-2b,5,desc,desc,zh,en,light,"""light""的反义词是""",dark,0,0,24.75,25.125,0.375
gemma-2-2b,5,desc,val,zh,en,light,"""light""的反义词是""",dark,0,0,24.75,23.5,-1.25
gemma-2-2b,5,desc,freq,zh,en,light,"""light""的反义词是""",dark,0,0,24.75,25.75,1.0
gemma-2-2b,5,val,desc,zh,en,light,"""light""的反义词是""",dark,0,0,24.75,25.0,0.25
gemma-2-2b,5,val,val,zh,en,light,"""light""的反义词是""",dark,0,0,24.75,25.125,0.375
gemma-2-2b,5,val,freq,zh,en,light,"""light""的反义词是""",dark,0,0,24.75,25.625,0.875
gemma-2-2b,5,freq,desc,zh,en,light,"""light""的反义词是""",dark,0,0,24.75,24.625,-0.125
gemma-2-2b,5,freq,val,zh,en,light,"""light""的反义词是""",dark,0,0,24.75,23.875,-0.875
gemma-2-2b,5,freq,freq,zh,en,light,"""light""的反义词是""",dark,0,0,24.75,24.75,0.0
gemma-2-2b,6,desc,desc,zh,en,easy,"""easy""的反义词是""",difficult,0,0,25.375,25.625,0.25
gemma-2-2b,6,desc,val,zh,en,easy,"""easy""的反义词是""",difficult,0,0,25.375,23.75,-1.625
gemma-2-2b,6,desc,freq,zh,en,easy,"""easy""的反义词是""",difficult,0,0,25.375,26.25,0.875
gemma-2-2b,6,val,desc,zh,en,easy,"""easy""的反义词是""",difficult,0,0,25.375,25.375,0.0
gemma-2-2b,6,val,val,zh,en,easy,"""easy""的反义词是""",difficult,0,0,25.375,25.375,0.0
gemma-2-2b,6,val,freq,zh,en,easy,"""easy""的反义词是""",difficult,0,0,25.375,26.125,0.75
gemma-2-2b,6,freq,desc,zh,en,easy,"""easy""的反义词是""",difficult,0,0,25.375,25.25,-0.125
gemma-2-2b,6,freq,val,zh,en,easy,"""easy""的反义词是""",difficult,0,0,25.375,24.125,-1.25
gemma-2-2b,6,freq,freq,zh,en,easy,"""easy""的反义词是""",difficult,0,0,25.375,25.375,0.0
gemma-2-2b,7,desc,desc,zh,en,new,"""new""的反义词是""",old,0,0,24.5,24.625,0.125
gemma-2-2b,7,desc,val,zh,en,new,"""new""的反义词是""",old,0,0,24.5,22.75,-1.75
gemma-2-2b,7,desc,freq,zh,en,new,"""new""的反义词是""",old,0,0,24.5,25.5,1.0
gemma-2-2b,7,val,desc,zh,en,new,"""new""的反义词是""",old,0,0,24.5,24.875,0.375
gemma-2-2b,7,val,val,zh,en,new,"""new""的反义词是""",old,0,0,24.5,25.0,0.5
gemma-2-2b,7,val,freq,zh,en,new,"""new""的反义词是""",old,0,0,24.5,25.75,1.25
gemma-2-2b,7,freq,desc,zh,en,new,"""new""的反义词是""",old,0,0,24.5,24.125,-0.375
gemma-2-2b,7,freq,val,zh,en,new,"""new""的反义词是""",old,0,0,24.5,23.75,-0.75
gemma-2-2b,7,freq,freq,zh,en,new,"""new""的反义词是""",old,0,0,24.5,24.5,0.0
gemma-2-2b,8,desc,desc,zh,en,true,"""true""的反义词是""",false,0,0,21.875,22.25,0.375
gemma-2-2b,8,desc,val,zh,en,true,"""true""的反义词是""",false,0,0,21.875,21.0,-0.875
gemma-2-2b,8,desc,freq,zh,en,true,"""true""的反义词是""",false,0,0,21.875,23.375,1.5
gemma-2-2b,8,val,desc,zh,en,true,"""true""的反义词是""",false,0,0,21.875,23.25,1.375
gemma-2-2b,8,val,val,zh,en,true,"""true""的反义词是""",false,0,0,21.875,23.375,1.5
gemma-2-2b,8,val,freq,zh,en,true,"""true""的反义词是""",false,0,0,21.875,24.125,2.25
gemma-2-2b,8,freq,desc,zh,en,true,"""true""的反义词是""",false,0,0,21.875,22.25,0.375
gemma-2-2b,8,freq,val,zh,en,true,"""true""的反义词是""",false,0,0,21.875,21.75,-0.125
gemma-2-2b,8,freq,freq,zh,en,true,"""true""的反义词是""",false,0,0,21.875,22.375,0.5
gemma-2-2b,9,desc,desc,zh,en,alive,"""alive""的反义词是""",dead,0,0,22.625,23.125,0.5
gemma-2-2b,9,desc,val,zh,en,alive,"""alive""的反义词是""",dead,0,0,22.625,20.125,-2.5
gemma-2-2b,9,desc,freq,zh,en,alive,"""alive""的反义词是""",dead,0,0,22.625,24.25,1.625
gemma-2-2b,9,val,desc,zh,en,alive,"""alive""的反义词是""",dead,0,0,22.625,23.0,0.375
gemma-2-2b,9,val,val,zh,en,alive,"""alive""的反义词是""",dead,0,0,22.625,22.875,0.25
gemma-2-2b,9,val,freq,zh,en,alive,"""alive""的反义词是""",dead,0,0,22.625,24.0,1.375
gemma-2-2b,9,freq,desc,zh,en,alive,"""alive""的反义词是""",dead,0,0,22.625,22.625,0.0
gemma-2-2b,9,freq,val,zh,en,alive,"""alive""的反义词是""",dead,0,0,22.625,20.375,-2.25
gemma-2-2b,9,freq,freq,zh,en,alive,"""alive""的反义词是""",dead,0,0,22.625,22.75,0.125
gemma-2-2b,10,desc,desc,zh,en,full,"""full""的反义词是""",empty,0,0,25.125,25.25,0.125
gemma-2-2b,10,desc,val,zh,en,full,"""full""的反义词是""",empty,0,0,25.125,23.875,-1.25
gemma-2-2b,10,desc,freq,zh,en,full,"""full""的反义词是""",empty,0,0,25.125,25.875,0.75
gemma-2-2b,10,val,desc,zh,en,full,"""full""的反义词是""",empty,0,0,25.125,25.125,0.0
gemma-2-2b,10,val,val,zh,en,full,"""full""的反义词是""",empty,0,0,25.125,25.125,0.0
gemma-2-2b,10,val,freq,zh,en,full,"""full""的反义词是""",empty,0,0,25.125,25.625,0.5
gemma-2-2b,10,freq,desc,zh,en,full,"""full""的反义词是""",empty,0,0,25.125,24.875,-0.25
gemma-2-2b,10,freq,val,zh,en,full,"""full""的反义词是""",empty,0,0,25.125,24.5,-0.625
gemma-2-2b,10,freq,freq,zh,en,full,"""full""的反义词是""",empty,0,0,25.125,25.125,0.0
gemma-2-2b,11,desc,desc,zh,en,bright,"""bright""的反义词是""",dark,0,0,24.125,24.75,0.625
gemma-2-2b,11,desc,val,zh,en,bright,"""bright""的反义词是""",dark,0,0,24.125,23.0,-1.125
gemma-2-2b,11,desc,freq,zh,en,bright,"""bright""的反义词是""",dark,0,0,24.125,25.375,1.25
gemma-2-2b,11,val,desc,zh,en,bright,"""bright""的反义词是""",dark,0,0,24.125,24.25,0.125
gemma-2-2b,11,val,val,zh,en,bright,"""bright""的反义词是""",dark,0,0,24.125,24.25,0.125
gemma-2-2b,11,val,freq,zh,en,bright,"""bright""的反义词是""",dark,0,0,24.125,25.25,1.125
gemma-2-2b,11,freq,desc,zh,en,bright,"""bright""的反义词是""",dark,0,0,24.125,24.125,0.0
gemma-2-2b,11,freq,val,zh,en,bright,"""bright""的反义词是""",dark,0,0,24.125,23.25,-0.875
gemma-2-2b,11,freq,freq,zh,en,bright,"""bright""的反义词是""",dark,0,0,24.125,24.125,0.0
gemma-2-2b,12,desc,desc,zh,en,strong,"""strong""的反义词是""",weak,0,0,25.375,25.625,0.25
gemma-2-2b,12,desc,val,zh,en,strong,"""strong""的反义词是""",weak,0,0,25.375,24.625,-0.75
gemma-2-2b,12,desc,freq,zh,en,strong,"""strong""的反义词是""",weak,0,0,25.375,26.5,1.125
gemma-2-2b,12,val,desc,zh,en,strong,"""strong""的反义词是""",weak,0,0,25.375,25.625,0.25
gemma-2-2b,12,val,val,zh,en,strong,"""strong""的反义词是""",weak,0,0,25.375,25.75,0.375
gemma-2-2b,12,val,freq,zh,en,strong,"""strong""的反义词是""",weak,0,0,25.375,26.25,0.875
gemma-2-2b,12,freq,desc,zh,en,strong,"""strong""的反义词是""",weak,0,0,25.375,25.25,-0.125
gemma-2-2b,12,freq,val,zh,en,strong,"""strong""的反义词是""",weak,0,0,25.375,24.75,-0.625
gemma-2-2b,12,freq,freq,zh,en,strong,"""strong""的反义词是""",weak,0,0,25.375,25.375,0.0
gemma-2-2b,13,desc,desc,zh,en,clean,"""clean""的反义词是""",dirty,0,0,24.125,24.75,0.625
gemma-2-2b,13,desc,val,zh,en,clean,"""clean""的反义词是""",dirty,0,0,24.125,23.125,-1.0
gemma-2-2b,13,desc,freq,zh,en,clean,"""clean""的反义词是""",dirty,0,0,24.125,25.75,1.625
gemma-2-2b,13,val,desc,zh,en,clean,"""clean""的反义词是""",dirty,0,0,24.125,24.625,0.5
gemma-2-2b,13,val,val,zh,en,clean,"""clean""的反义词是""",dirty,0,0,24.125,24.625,0.5
gemma-2-2b,13,val,freq,zh,en,clean,"""clean""的反义词是""",dirty,0,0,24.125,25.625,1.5
gemma-2-2b,13,freq,desc,zh,en,clean,"""clean""的反义词是""",dirty,0,0,24.125,24.375,0.25
gemma-2-2b,13,freq,val,zh,en,clean,"""clean""的反义词是""",dirty,0,0,24.125,23.125,-1.0
gemma-2-2b,13,freq,freq,zh,en,clean,"""clean""的反义词是""",dirty,0,0,24.125,24.125,0.0
gemma-2-2b,14,desc,desc,zh,en,open,"""open""的反义词是""",closed,0,0,24.25,24.5,0.25
gemma-2-2b,14,desc,val,zh,en,open,"""open""的反义词是""",closed,0,0,24.25,22.875,-1.375
gemma-2-2b,14,desc,freq,zh,en,open,"""open""的反义词是""",closed,0,0,24.25,25.625,1.375
gemma-2-2b,14,val,desc,zh,en,open,"""open""的反义词是""",closed,0,1,24.25,24.75,0.5
gemma-2-2b,14,val,val,zh,en,open,"""open""的反义词是""",closed,0,1,24.25,24.75,0.5
gemma-2-2b,14,val,freq,zh,en,open,"""open""的反义词是""",closed,0,1,24.25,25.5,1.25
gemma-2-2b,14,freq,desc,zh,en,open,"""open""的反义词是""",closed,0,1,24.25,24.125,-0.125
gemma-2-2b,14,freq,val,zh,en,open,"""open""的反义词是""",closed,0,1,24.25,23.375,-0.875
gemma-2-2b,14,freq,freq,zh,en,open,"""open""的反义词是""",closed,0,1,24.25,24.25,0.0
gemma-2-2b,15,desc,desc,zh,en,rich,"""rich""的反义词是""",poor,0,0,25.375,25.75,0.375
gemma-2-2b,15,desc,val,zh,en,rich,"""rich""的反义词是""",poor,0,0,25.375,25.0,-0.375
gemma-2-2b,15,desc,freq,zh,en,rich,"""rich""的反义词是""",poor,0,0,25.375,26.375,1.0
gemma-2-2b,15,val,desc,zh,en,rich,"""rich""的反义词是""",poor,0,0,25.375,25.5,0.125
gemma-2-2b,15,val,val,zh,en,rich,"""rich""的反义词是""",poor,0,0,25.375,25.5,0.125
gemma-2-2b,15,val,freq,zh,en,rich,"""rich""的反义词是""",poor,0,0,25.375,26.125,0.75
gemma-2-2b,15,freq,desc,zh,en,rich,"""rich""的反义词是""",poor,0,0,25.375,25.375,0.0
gemma-2-2b,15,freq,val,zh,en,rich,"""rich""的反义词是""",poor,0,0,25.375,25.125,-0.25
gemma-2-2b,15,freq,freq,zh,en,rich,"""rich""的反义词是""",poor,0,0,25.375,25.375,0.0
gemma-2-2b,16,desc,desc,zh,en,beautiful,"""beautiful""的反义词是""",ugly,0,0,22.75,23.25,0.5
gemma-2-2b,16,desc,val,zh,en,beautiful,"""beautiful""的反义词是""",ugly,0,0,22.75,21.125,-1.625
gemma-2-2b,16,desc,freq,zh,en,beautiful,"""beautiful""的反义词是""",ugly,0,0,22.75,24.125,1.375
gemma-2-2b,16,val,desc,zh,en,beautiful,"""beautiful""的反义词是""",ugly,0,0,22.75,23.125,0.375
gemma-2-2b,16,val,val,zh,en,beautiful,"""beautiful""的反义词是""",ugly,0,0,22.75,22.875,0.125
gemma-2-2b,16,val,freq,zh,en,beautiful,"""beautiful""的反义词是""",ugly,0,0,22.75,23.875,1.125
gemma-2-2b,16,freq,desc,zh,en,beautiful,"""beautiful""的反义词是""",ugly,0,0,22.75,23.125,0.375
gemma-2-2b,16,freq,val,zh,en,beautiful,"""beautiful""的反义词是""",ugly,0,0,22.75,21.5,-1.25
gemma-2-2b,16,freq,freq,zh,en,beautiful,"""beautiful""的反义词是""",ugly,0,0,22.75,22.75,0.0
gemma-2-2b,17,desc,desc,zh,en,long,"""long""的反义词是""",short,0,0,25.75,26.125,0.375
gemma-2-2b,17,desc,val,zh,en,long,"""long""的反义词是""",short,0,0,25.75,24.375,-1.375
gemma-2-2b,17,desc,freq,zh,en,long,"""long""的反义词是""",short,0,0,25.75,26.5,0.75
gemma-2-2b,17,val,desc,zh,en,long,"""long""的反义词是""",short,0,0,25.75,26.0,0.25
gemma-2-2b,17,val,val,zh,en,long,"""long""的反义词是""",short,0,0,25.75,25.875,0.125
gemma-2-2b,17,val,freq,zh,en,long,"""long""的反义词是""",short,0,0,25.75,26.375,0.625
gemma-2-2b,17,freq,desc,zh,en,long,"""long""的反义词是""",short,0,0,25.75,25.75,0.0
gemma-2-2b,17,freq,val,zh,en,long,"""long""的反义词是""",short,0,0,25.75,24.875,-0.875
gemma-2-2b,17,freq,freq,zh,en,long,"""long""的反义词是""",short,0,0,25.75,25.75,0.0
gemma-2-2b,18,desc,desc,zh,en,wide,"""wide""的反义词是""",narrow,0,0,26.25,26.625,0.375
gemma-2-2b,18,desc,val,zh,en,wide,"""wide""的反义词是""",narrow,0,0,26.25,24.75,-1.5
gemma-2-2b,18,desc,freq,zh,en,wide,"""wide""的反义词是""",narrow,0,0,26.25,27.0,0.75
gemma-2-2b,18,val,desc,zh,en,wide,"""wide""的反义词是""",narrow,0,0,26.25,26.0,-0.25
gemma-2-2b,18,val,val,zh,en,wide,"""wide""的反义词是""",narrow,0,0,26.25,26.25,0.0
gemma-2-2b,18,val,freq,zh,en,wide,"""wide""的反义词是""",narrow,0,0,26.25,26.75,0.5
gemma-2-2b,18,freq,desc,zh,en,wide,"""wide""的反义词是""",narrow,0,0,26.25,26.0,-0.25
gemma-2-2b,18,freq,val,zh,en,wide,"""wide""的反义词是""",narrow,0,0,26.25,25.125,-1.125
gemma-2-2b,18,freq,freq,zh,en,wide,"""wide""的反义词是""",narrow,0,0,26.25,26.25,0.0
gemma-2-2b,19,desc,desc,zh,en,hard,"""hard""的反义词是""",soft,0,0,24.5,24.75,0.25
gemma-2-2b,19,desc,val,zh,en,hard,"""hard""的反义词是""",soft,0,0,24.5,23.625,-0.875
gemma-2-2b,19,desc,freq,zh,en,hard,"""hard""的反义词是""",soft,0,0,24.5,25.75,1.25
gemma-2-2b,19,val,desc,zh,en,hard,"""hard""的反义词是""",soft,0,0,24.5,25.125,0.625
gemma-2-2b,19,val,val,zh,en,hard,"""hard""的反义词是""",soft,0,0,24.5,25.25,0.75
gemma-2-2b,19,val,freq,zh,en,hard,"""hard""的反义词是""",soft,0,0,24.5,26.0,1.5
gemma-2-2b,19,freq,desc,zh,en,hard,"""hard""的反义词是""",soft,0,0,24.5,24.125,-0.375
gemma-2-2b,19,freq,val,zh,en,hard,"""hard""的反义词是""",soft,0,0,24.5,24.25,-0.25
gemma-2-2b,19,freq,freq,zh,en,hard,"""hard""的反义词是""",soft,0,0,24.5,24.625,0.125
gemma-2-2b,20,desc,desc,zh,en,dry,"""dry""的反义词是""",wet,0,0,24.125,24.75,0.625
gemma-2-2b,20,desc,val,zh,en,dry,"""dry""的反义词是""",wet,0,0,24.125,23.125,-1.0
gemma-2-2b,20,desc,freq,zh,en,dry,"""dry""的反义词是""",wet,0,0,24.125,25.625,1.5
gemma-2-2b,20,val,desc,zh,en,dry,"""dry""的反义词是""",wet,0,0,24.125,24.75,0.625
gemma-2-2b,20,val,val,zh,en,dry,"""dry""的反义词是""",wet,0,0,24.125,24.5,0.375
gemma-2-2b,20,val,freq,zh,en,dry,"""dry""的反义词是""",wet,0,0,24.125,25.25,1.125
gemma-2-2b,20,freq,desc,zh,en,dry,"""dry""的反义词是""",wet,0,0,24.125,24.5,0.375
gemma-2-2b,20,freq,val,zh,en,dry,"""dry""的反义词是""",wet,0,0,24.125,23.125,-1.0
gemma-2-2b,20,freq,freq,zh,en,dry,"""dry""的反义词是""",wet,0,0,24.125,24.125,0.0
gemma-2-2b,21,desc,desc,zh,en,loud,"""loud""的反义词是""",quiet,0,0,23.875,24.375,0.5
gemma-2-2b,21,desc,val,zh,en,loud,"""loud""的反义词是""",quiet,0,0,23.875,23.125,-0.75
gemma-2-2b,21,desc,freq,zh,en,loud,"""loud""的反义词是""",quiet,0,0,23.875,25.25,1.375
gemma-2-2b,21,val,desc,zh,en,loud,"""loud""的反义词是""",quiet,0,0,23.875,24.0,0.125
gemma-2-2b,21,val,val,zh,en,loud,"""loud""的反义词是""",quiet,0,0,23.875,24.0,0.125
gemma-2-2b,21,val,freq,zh,en,loud,"""loud""的反义词是""",quiet,0,0,23.875,25.125,1.25
gemma-2-2b,21,freq,desc,zh,en,loud,"""loud""的反义词是""",quiet,0,0,23.875,23.875,0.0
gemma-2-2b,21,freq,val,zh,en,loud,"""loud""的反义词是""",quiet,0,0,23.875,23.25,-0.625
gemma-2-2b,21,freq,freq,zh,en,loud,"""loud""的反义词是""",quiet,0,0,23.875,23.875,0.0
gemma-2-2b,22,desc,desc,zh,en,early,"""early""的反义词是""",late,0,0,25.75,26.0,0.25
gemma-2-2b,22,desc,val,zh,en,early,"""early""的反义词是""",late,0,0,25.75,24.875,-0.875
gemma-2-2b,22,desc,freq,zh,en,early,"""early""的反义词是""",late,0,0,25.75,26.5,0.75
gemma-2-2b,22,val,desc,zh,en,early,"""early""的反义词是""",late,0,0,25.75,25.625,-0.125
gemma-2-2b,22,val,val,zh,en,early,"""early""的反义词是""",late,0,0,25.75,25.625,-0.125
gemma-2-2b,22,val,freq,zh,en,early,"""early""的反义词是""",late,0,0,25.75,26.5,0.75
gemma-2-2b,22,freq,desc,zh,en,early,"""early""的反义词是""",late,0,0,25.75,25.625,-0.125
gemma-2-2b,22,freq,val,zh,en,early,"""early""的反义词是""",late,0,0,25.75,25.25,-0.5
gemma-2-2b,22,freq,freq,zh,en,early,"""early""的反义词是""",late,0,0,25.75,25.75,0.0
gemma-2-2b,23,desc,desc,zh,en,near,"""near""的反义词是""",far,0,0,26.625,26.75,0.125
gemma-2-2b,23,desc,val,zh,en,near,"""near""的反义词是""",far,0,0,26.625,26.125,-0.5
gemma-2-2b,23,desc,freq,zh,en,near,"""near""的反义词是""",far,0,0,26.625,27.375,0.75
gemma-2-2b,23,val,desc,zh,en,near,"""near""的反义词是""",far,0,0,26.625,27.125,0.5
gemma-2-2b,23,val,val,zh,en,near,"""near""的反义词是""",far,0,0,26.625,27.125,0.5
gemma-2-2b,23,val,freq,zh,en,near,"""near""的反义词是""",far,0,0,26.625,27.5,0.875
gemma-2-2b,23,freq,desc,zh,en,near,"""near""的反义词是""",far,0,0,26.625,26.5,-0.125
gemma-2-2b,23,freq,val,zh,en,near,"""near""的反义词是""",far,0,0,26.625,26.625,0.0
gemma-2-2b,23,freq,freq,zh,en,near,"""near""的反义词是""",far,0,0,26.625,26.625,0.0
gemma-2-2b,24,desc,desc,zh,en,deep,"""deep""的反义词是""",shallow,0,0,25.75,26.0,0.25
gemma-2-2b,24,desc,val,zh,en,deep,"""deep""的反义词是""",shallow,0,1,25.75,24.875,-0.875
gemma-2-2b,24,desc,freq,zh,en,deep,"""deep""的反义词是""",shallow,0,0,25.75,26.25,0.5
gemma-2-2b,24,val,desc,zh,en,deep,"""deep""的反义词是""",shallow,0,1,25.75,25.375,-0.375
gemma-2-2b,24,val,val,zh,en,deep,"""deep""的反义词是""",shallow,0,1,25.75,25.625,-0.125
gemma-2-2b,24,val,freq,zh,en,deep,"""deep""的反义词是""",shallow,0,1,25.75,26.125,0.375
gemma-2-2b,24,freq,desc,zh,en,deep,"""deep""的反义词是""",shallow,0,0,25.75,25.375,-0.375
gemma-2-2b,24,freq,val,zh,en,deep,"""deep""的反义词是""",shallow,0,0,25.75,25.5,-0.25
gemma-2-2b,24,freq,freq,zh,en,deep,"""deep""的反义词是""",shallow,0,0,25.75,25.75,0.0
gemma-2-2b,25,desc,desc,zh,en,bad,"""bad""的反义词是""",good,0,0,26.125,26.375,0.25
gemma-2-2b,25,desc,val,zh,en,bad,"""bad""的反义词是""",good,0,0,26.125,24.5,-1.625
gemma-2-2b,25,desc,freq,zh,en,bad,"""bad""的反义词是""",good,0,0,26.125,26.75,0.625
gemma-2-2b,25,val,desc,zh,en,bad,"""bad""的反义词是""",good,0,0,26.125,26.0,-0.125
gemma-2-2b,25,val,val,zh,en,bad,"""bad""的反义词是""",good,0,0,26.125,26.125,0.0
gemma-2-2b,25,val,freq,zh,en,bad,"""bad""的反义词是""",good,0,0,26.125,26.625,0.5
gemma-2-2b,25,freq,desc,zh,en,bad,"""bad""的反义词是""",good,0,0,26.125,25.75,-0.375
gemma-2-2b,25,freq,val,zh,en,bad,"""bad""的反义词是""",good,0,0,26.125,24.875,-1.25
gemma-2-2b,25,freq,freq,zh,en,bad,"""bad""的反义词是""",good,0,0,26.125,26.125,0.0
gemma-2-2b,26,desc,desc,zh,en,sad,"""sad""的反义词是""",happy,0,0,25.25,25.5,0.25
gemma-2-2b,26,desc,val,zh,en,sad,"""sad""的反义词是""",happy,0,0,25.25,23.5,-1.75
gemma-2-2b,26,desc,freq,zh,en,sad,"""sad""的反义词是""",happy,0,0,25.25,26.125,0.875
gemma-2-2b,26,val,desc,zh,en,sad,"""sad""的反义词是""",happy,0,0,25.25,25.125,-0.125
gemma-2-2b,26,val,val,zh,en,sad,"""sad""的反义词是""",happy,0,0,25.25,25.375,0.125
gemma-2-2b,26,val,freq,zh,en,sad,"""sad""的反义词是""",happy,0,0,25.25,26.125,0.875
gemma-2-2b,26,freq,desc,zh,en,sad,"""sad""的反义词是""",happy,0,0,25.25,25.125,-0.125
gemma-2-2b,26,freq,val,zh,en,sad,"""sad""的反义词是""",happy,0,0,25.25,24.0,-1.25
gemma-2-2b,26,freq,freq,zh,en,sad,"""sad""的反义词是""",happy,0,0,25.25,25.25,0.0
gemma-2-2b,27,desc,desc,zh,en,small,"""small""的反义词是""",large,0,0,23.5,24.125,0.625
gemma-2-2b,27,desc,val,zh,en,small,"""small""的反义词是""",large,0,1,23.5,20.125,-3.375
gemma-2-2b,27,desc,freq,zh,en,small,"""small""的反义词是""",large,0,0,23.5,24.5,1.0
gemma-2-2b,27,val,desc,zh,en,small,"""small""的反义词是""",large,0,1,23.5,23.375,-0.125
gemma-2-2b,27,val,val,zh,en,small,"""small""的反义词是""",large,0,1,23.5,23.25,-0.25
gemma-2-2b,27,val,freq,zh,en,small,"""small""的反义词是""",large,0,0,23.5,24.25,0.75
gemma-2-2b,27,freq,desc,zh,en,small,"""small""的反义词是""",large,0,0,23.5,23.5,0.0
gemma-2-2b,27,freq,val,zh,en,small,"""small""的反义词是""",large,0,0,23.5,20.875,-2.625
gemma-2-2b,27,freq,freq,zh,en,small,"""small""的反义词是""",large,0,0,23.5,23.5,0.0
gemma-2-2b,28,desc,desc,zh,en,cold,"""cold""的反义词是""",warm,0,0,23.5,24.125,0.625
gemma-2-2b,28,desc,val,zh,en,cold,"""cold""的反义词是""",warm,0,0,23.5,22.25,-1.25
gemma-2-2b,28,desc,freq,zh,en,cold,"""cold""的反义词是""",warm,0,0,23.5,25.25,1.75
gemma-2-2b,28,val,desc,zh,en,cold,"""cold""的反义词是""",warm,0,0,23.5,23.875,0.375
gemma-2-2b,28,val,val,zh,en,cold,"""cold""的反义词是""",warm,0,0,23.5,23.875,0.375
gemma-2-2b,28,val,freq,zh,en,cold,"""cold""的反义词是""",warm,0,0,23.5,25.125,1.625
gemma-2-2b,28,freq,desc,zh,en,cold,"""cold""的反义词是""",warm,0,0,23.5,23.5,0.0
